,supermercado,precio
1170,Eroski,24.28
1171,Eroski,25.49
1172,Eroski,28.53
1173,Eroski,29.10
1174,Eroski,33.29
1175,Eroski,34.50
1176,Eroski,34.95
1177,Eroski,39.32
1178,Eroski,39.51
1179,Eroski,39.95
1180,Eroski,41.29
1181,Eroski,47.38
1182,Eroski,48.33
1183,Eroski,55.19
1184,Eroski,49.59
1185,Eroski,50.43
1186,Eroski,51.44
1187,Eroski,56.52
1188,Eroski,59.35
1189,Eroski,6.18
1190,Eroski,7.99
1191,Eroski,8.56
1192,Eroski,8.73
1193,Eroski,8.99
1194,Eroski,6.85
1195,Eroski,7.09
1196,Eroski,7.23
1197,Eroski,7.71
1198,Eroski,8.10
1199,Eroski,6.86
1200,Eroski,11.86
1201,Eroski,12.37
1202,Eroski,12.45
1203,Eroski,12.62
1204,Eroski,7.29
1205,Eroski,7.80
1206,Eroski,8.85
1207,Eroski,9.03
1208,Eroski,9.99
1209,Eroski,10.49
1210,Eroski,6.75
1211,Eroski,6.95
1212,Eroski,7.09
1213,Eroski,7.62
1214,Eroski,8.00
1215,Eroski,8.59
1216,Eroski,8.76
1217,Eroski,8.99
1218,Eroski,10.37
1219,Eroski,10.89
1220,Eroski,7.29
1221,Eroski,7.80
1222,Eroski,8.85
1223,Eroski,9.03
1224,Eroski,9.29
1225,Eroski,45.39
1226,Eroski,6.85
1227,Eroski,7.09
1228,Eroski,7.23
1229,Eroski,7.71
1230,Eroski,8.10
1231,Eroski,7.85
1232,Eroski,7.86
1233,Eroski,8.25
1234,Eroski,8.89
1235,Eroski,10.99
1236,Eroski,11.85
1237,Eroski,11.86
1238,Eroski,11.99
1239,Eroski,12.10
1240,Eroski,12.23
1241,Eroski,12.33
1242,Eroski,12.37
1243,Eroski,6.75
1244,Eroski,6.95
1245,Eroski,7.09
1246,Eroski,7.62
1247,Eroski,8.00
1248,Eroski,8.59
1249,Eroski,8.76
1250,Eroski,8.99
1251,Eroski,10.37
1252,Eroski,10.89
1253,Eroski,7.29
1254,Eroski,7.80
1255,Eroski,8.85
1256,Eroski,9.03
1257,Eroski,9.29
1258,Eroski,7.59
1259,Eroski,8.28
1260,Eroski,11.49
1261,Eroski,11.72
1262,Eroski,12.37
1263,Eroski,12.99
1264,Eroski,6.86
1265,Eroski,11.86
1266,Eroski,12.37
1267,Eroski,12.45
1268,Eroski,12.62
1269,Eroski,3.79
1270,Eroski,3.85
1271,Eroski,3.93
1272,Eroski,4.28
1273,Eroski,10.69
1274,Eroski,11.85
1275,Eroski,11.86
1276,Eroski,11.89
1277,Eroski,11.99
1278,Eroski,12.33
1279,Eroski,12.95
1280,Eroski,32.25
1281,Eroski,33.99
1282,Eroski,34.67
1283,Eroski,37.95
1284,Eroski,39.85
1285,Eroski,7.85
1286,Eroski,7.86
1287,Eroski,8.25
1288,Eroski,8.89
1289,Eroski,10.99
1290,Eroski,11.86
1291,Eroski,12.10
1292,Eroski,12.33
1293,Eroski,13.32
1294,Eroski,7.59
1295,Eroski,8.28
1296,Eroski,11.49
1297,Eroski,11.72
1298,Eroski,12.37
1299,Eroski,12.99
1300,Eroski,32.25
1301,Eroski,33.99
1302,Eroski,34.67
1303,Eroski,37.95
1304,Eroski,39.85
1305,Eroski,21.84
1306,Eroski,26.49
1307,Eroski,27.02
1308,Eroski,29.86
1309,Eroski,31.35
1310,Eroski,7.29
1311,Eroski,7.80
1312,Eroski,8.85
1313,Eroski,9.03
1314,Eroski,9.99
1315,Eroski,10.49
1316,Eroski,21.84
1317,Eroski,21.89
1318,Eroski,26.49
1319,Eroski,27.02
1320,Eroski,29.86
1321,Eroski,31.35
1322,Eroski,9.48
1323,Eroski,9.95
1324,Eroski,13.25
1325,Eroski,13.90
1326,Eroski,14.18
1327,Eroski,14.28
1328,Eroski,14.99
1329,Eroski,15.13
1330,Eroski,8.49
1331,Eroski,8.95
1332,Eroski,10.37
1333,Eroski,10.58
1334,Eroski,10.89
1335,Eroski,7.25
1336,Eroski,4.75
1337,Eroski,6.99
1338,Eroski,7.25
1339,Eroski,7.40
1340,Eroski,7.61
1341,Eroski,7.99
1342,Eroski,8.55
1343,Eroski,8.99
1344,Eroski,12.62
1345,Eroski,12.65
1346,Eroski,12.87
1347,Eroski,13.29
1348,Eroski,13.95
1349,Eroski,24.49
1350,Eroski,32.33
1351,Eroski,33.99
1352,Eroski,36.18
1353,Eroski,37.99
1354,Eroski,8.48
1355,Eroski,8.90
1356,Eroski,11.29
1357,Eroski,11.99
1358,Eroski,12.81
1359,Eroski,13.07
1360,Eroski,13.80
1361,Eroski,14.49
1362,Eroski,22.45
1363,Eroski,25.95
1364,Eroski,26.90
1365,Eroski,26.97
1366,Eroski,27.51
1367,Eroski,27.59
1368,Eroski,28.06
1369,Eroski,28.56
1370,Eroski,8.56
1371,Eroski,2.99
1372,Eroski,3.13
1373,Eroski,3.80
1374,Eroski,3.88
1375,Eroski,4.18
1376,Eroski,4.39
1377,Eroski,2.99
1378,Eroski,3.80
1379,Eroski,3.88
1380,Eroski,10.00
1381,Eroski,11.67
1382,Eroski,12.37
1383,Eroski,12.62
1384,Eroski,12.99
1385,Eroski,10.99
1386,Eroski,11.42
1387,Eroski,5.63
1388,Eroski,5.89
1389,Eroski,8.38
1390,Eroski,8.55
1391,Eroski,15.19
1392,Eroski,6.49
1393,Eroski,7.61
1394,Eroski,7.76
1395,Eroski,7.99
1396,Eroski,7.57
1397,Eroski,7.95
1398,Eroski,6.49
1399,Eroski,7.57
1400,Eroski,14.24
1401,Eroski,9.15
1402,Eroski,13.80
1403,Eroski,14.18
1404,Eroski,14.89
1405,Eroski,3.33
1406,Eroski,3.50
1407,Eroski,3.85
1408,Eroski,3.99
1409,Eroski,4.07
1410,Eroski,34.24
1411,Eroski,37.13
1412,Eroski,3.49
1413,Eroski,4.18
1414,Eroski,4.26
1415,Eroski,4.39
1416,Eroski,7.51
1417,Eroski,8.89
1418,Eroski,9.32
1419,Eroski,10.43
1420,Eroski,10.64
1421,Eroski,14.18
1422,Eroski,14.89
1423,Eroski,2.49
1424,Eroski,2.66
1425,Eroski,2.85
1426,Eroski,3.59
1427,Eroski,3.80
1428,Eroski,4.05
1429,Eroski,4.13
1430,Eroski,4.49
1431,Eroski,8.10
1432,Eroski,12.99
1433,Eroski,13.76
1434,Eroski,14.04
1435,Eroski,14.28
1436,Eroski,14.99
1437,Eroski,7.86
1438,Eroski,11.32
1439,Eroski,15.19
1440,Eroski,9.99
1441,Eroski,10.71
1442,Eroski,11.42
1443,Eroski,11.65
1444,Eroski,11.88
1445,Eroski,11.42
1446,Eroski,11.99
1447,Eroski,11.32
1448,Eroski,7.89
1449,Eroski,8.05
1450,Eroski,9.04
1451,Eroski,9.49
1452,Eroski,8.85
1453,Eroski,8.95
1454,Eroski,9.13
1455,Eroski,9.19
1456,Eroski,9.65
1457,Eroski,9.95
1458,Eroski,7.60
1459,Eroski,7.71
1460,Eroski,7.75
1461,Eroski,8.10
1462,Eroski,25.95
1463,Eroski,26.59
1464,Eroski,26.70
1465,Eroski,27.23
1466,Eroski,27.43
1467,Eroski,28.80
1468,Eroski,8.52
1469,Eroski,2.99
1470,Eroski,3.13
1471,Eroski,3.80
1472,Eroski,3.88
1473,Eroski,4.28
1474,Eroski,4.49
1475,Eroski,13.25
1476,Eroski,13.89
1477,Eroski,13.90
1478,Eroski,14.24
1479,Eroski,14.95
1480,Eroski,26.95
1481,Eroski,34.28
1482,Eroski,34.97
1483,Eroski,37.04
1484,Eroski,38.89
1485,Eroski,56.66
1486,Eroski,57.79
1487,Eroski,61.51
1488,Eroski,64.59
1489,Eroski,10.35
1490,Eroski,12.99
1491,Eroski,13.80
1492,Eroski,13.85
1493,Eroski,14.18
1494,Eroski,14.89
1495,Eroski,15.13
1496,Eroski,6.69
1497,Eroski,9.51
1498,Eroski,8.29
1499,Eroski,9.80
1500,Eroski,9.99
1501,Eroski,10.00
1502,Eroski,10.47
1503,Eroski,10.99
1504,Eroski,7.80
1505,Eroski,7.89
1506,Eroski,8.39
1507,Eroski,8.43
1508,Eroski,9.50
1509,Eroski,9.69
1510,Eroski,9.99
1511,Eroski,10.95
1512,Eroski,41.95
1513,Eroski,42.81
1514,Eroski,44.95
1515,Eroski,47.57
1516,Eroski,48.52
1517,Eroski,51.86
1518,Eroski,13.49
1519,Eroski,26.70
1520,Eroski,32.52
1521,Eroski,33.17
1522,Eroski,34.15
1523,Eroski,3.00
1524,Eroski,11.70
1525,Eroski,11.93
1526,Eroski,12.29
1527,Eroski,12.37
1528,Eroski,9.51
1529,Eroski,9.70
1530,Eroski,9.99
1531,Eroski,2.99
1532,Eroski,3.13
1533,Eroski,3.80
1534,Eroski,3.85
1535,Eroski,3.93
1536,Eroski,4.18
1537,Eroski,4.39
1538,Eroski,9.51
1539,Eroski,9.59
1540,Eroski,9.70
1541,Eroski,11.70
1542,Eroski,12.29
1543,Eroski,8.99
1544,Eroski,9.03
1545,Eroski,9.17
1546,Eroski,9.80
1547,Eroski,10.29
1548,Eroski,9.39
1549,Eroski,9.48
1550,Eroski,9.58
1551,Eroski,9.95
1552,Eroski,7.79
1553,Eroski,7.80
1554,Eroski,8.49
1555,Eroski,8.66
1556,Eroski,8.95
1557,Eroski,9.09
1558,Eroski,4.29
1559,Eroski,4.66
1560,Eroski,4.75
1561,Eroski,4.99
1562,Eroski,7.75
1563,Eroski,7.90
1564,Eroski,8.06
1565,Eroski,8.30
1566,Eroski,8.52
1567,Eroski,8.95
1568,Eroski,37.50
1569,Eroski,38.95
1570,Eroski,39.73
1571,Eroski,40.95
1572,Eroski,41.70
1573,Eroski,43.79
1574,Eroski,7.69
1575,Eroski,8.99
1576,Eroski,9.51
1577,Eroski,9.70
1578,Eroski,9.99
1579,Eroski,4.28
1580,Eroski,12.37
1581,Eroski,10.99
1582,Eroski,11.32
1583,Eroski,2.99
1584,Eroski,3.80
1585,Eroski,3.88
1586,Eroski,10.89
1587,Eroski,11.32
1588,Eroski,4.66
1589,Eroski,4.89
1590,Eroski,1.89
1591,Eroski,2.49
1592,Eroski,2.55
1593,Eroski,2.99
1594,Eroski,4.00
1595,Eroski,4.10
1596,Eroski,4.28
1597,Eroski,9.19
1598,Eroski,9.99
1599,Eroski,10.49
1600,Eroski,7.48
1601,Eroski,7.85
1602,Eroski,6.69
1603,Eroski,6.82
1604,Eroski,8.56
1605,Eroski,8.99
1606,Eroski,9.48
1607,Eroski,9.99
1608,Eroski,10.71
1609,Eroski,9.48
1610,Eroski,10.89
1611,Eroski,12.99
1612,Eroski,13.76
1613,Eroski,14.04
1614,Eroski,14.28
1615,Eroski,14.45
1616,Eroski,9.59
1617,Eroski,9.78
1618,Eroski,11.42
1619,Eroski,11.99
1620,Eroski,7.80
1621,Eroski,9.99
1622,Eroski,8.09
1623,Eroski,8.25
1624,Eroski,8.49
1625,Eroski,19.00
1626,Eroski,9.48
1627,Eroski,9.49
1628,Eroski,10.89
1629,Eroski,12.99
1630,Eroski,13.76
1631,Eroski,14.04
1632,Eroski,14.28
1633,Eroski,14.45
1634,Eroski,14.75
1635,Eroski,12.37
1636,Eroski,8.79
1637,Eroski,8.97
1638,Eroski,9.19
1639,Eroski,9.25
1640,Eroski,9.65
1641,Eroski,9.48
1642,Eroski,10.89
1643,Eroski,12.99
1644,Eroski,13.76
1645,Eroski,14.04
1646,Eroski,14.28
1647,Eroski,14.45
1648,Eroski,14.99
1649,Eroski,8.99
1650,Eroski,10.14
1651,Eroski,10.34
1652,Eroski,10.65
1653,Eroski,3.80
1654,Eroski,3.99
1655,Eroski,1.89
1656,Eroski,2.49
1657,Eroski,2.55
1658,Hipercor,14.94
1659,Hipercor,14.94
1660,Hipercor,6.95
1661,Hipercor,7.65
1662,Hipercor,7.66
1663,Hipercor,7.80
1664,Hipercor,8.35
1665,Hipercor,9.40
1666,Hipercor,34.70
1667,Hipercor,38.12
1668,Hipercor,38.20
1669,Hipercor,38.96
1670,Hipercor,41.70
1671,Hipercor,46.95
1672,Hipercor,6.95
1673,Hipercor,7.65
1674,Hipercor,7.66
1675,Hipercor,7.80
1676,Hipercor,8.35
1677,Hipercor,9.40
1678,Hipercor,34.70
1679,Hipercor,38.12
1680,Hipercor,38.20
1681,Hipercor,38.96
1682,Hipercor,41.70
1683,Hipercor,46.95
1684,Hipercor,8.55
1685,Hipercor,8.95
1686,Hipercor,9.06
1687,Hipercor,9.12
1688,Hipercor,9.65
1689,Hipercor,10.30
1690,Hipercor,7.95
1691,Hipercor,8.65
1692,Hipercor,8.66
1693,Hipercor,8.82
1694,Hipercor,9.35
1695,Hipercor,9.90
1696,Hipercor,6.40
1697,Hipercor,6.60
1698,Hipercor,6.73
1699,Hipercor,6.80
1700,Hipercor,7.45
1701,Hipercor,39.70
1702,Hipercor,43.20
1703,Hipercor,43.28
1704,Hipercor,44.06
1705,Hipercor,46.70
1706,Hipercor,49.45
1707,Hipercor,8.55
1708,Hipercor,8.95
1709,Hipercor,9.06
1710,Hipercor,9.12
1711,Hipercor,9.65
1712,Hipercor,10.30
1713,Hipercor,8.55
1714,Hipercor,8.95
1715,Hipercor,9.06
1716,Hipercor,9.12
1717,Hipercor,9.65
1718,Hipercor,10.30
1719,Hipercor,8.55
1720,Hipercor,8.95
1721,Hipercor,9.06
1722,Hipercor,9.12
1723,Hipercor,9.65
1724,Hipercor,10.30
1725,Hipercor,7.30
1726,Hipercor,7.31
1727,Hipercor,7.45
1728,Hipercor,7.48
1729,Hipercor,7.85
1730,Hipercor,18.46
1731,Hipercor,17.10
1732,Hipercor,17.44
1733,Hipercor,7.86
1734,Hipercor,8.01
1735,Hipercor,3.42
1736,Hipercor,3.48
1737,Hipercor,6.48
1738,Hipercor,6.60
1739,Hipercor,10.75
1740,Hipercor,10.96
1741,Hipercor,8.00
1742,Hipercor,8.19
1743,Hipercor,12.00
1744,Hipercor,12.28
1745,Hipercor,8.51
1746,Hipercor,8.68
1747,Hipercor,4.92
1748,Hipercor,5.01
1749,Hipercor,14.52
1750,Hipercor,14.81
1751,Hipercor,11.45
1752,Hipercor,11.67
1753,Hipercor,12.33
1754,Hipercor,12.33
1755,Hipercor,12.57
1756,Hipercor,9.23
1757,Hipercor,9.41
1758,Hipercor,57.10
1759,Hipercor,58.24
1760,Hipercor,55.81
1761,Hipercor,56.92
1762,Hipercor,11.38
1763,Hipercor,11.60
1764,Hipercor,11.67
1765,Hipercor,11.90
1766,Hipercor,55.81
1767,Hipercor,56.92
1768,Hipercor,12.37
1769,Hipercor,12.61
1770,Hipercor,8.43
1771,Hipercor,8.59
1772,Hipercor,14.24
1773,Hipercor,14.52
1774,Hipercor,8.81
1775,Hipercor,8.98
1776,Hipercor,12.37
1777,Hipercor,12.61
1778,Hipercor,12.37
1779,Hipercor,12.61
1780,Hipercor,8.43
1781,Hipercor,8.59
1782,Hipercor,8.43
1783,Hipercor,8.59
1784,Hipercor,3.29
1785,Hipercor,10.69
1786,Hipercor,11.86
1787,Hipercor,12.09
1788,Hipercor,12.33
1789,Hipercor,8.06
1790,Hipercor,8.15
1791,Hipercor,10.49
1792,Hipercor,10.69
1793,Hipercor,11.86
1794,Hipercor,12.37
1795,Hipercor,8.06
1796,Hipercor,8.15
1797,Hipercor,10.49
1798,Hipercor,10.69
1799,Hipercor,11.86
1800,Hipercor,12.37
1801,Hipercor,12.99
1802,Hipercor,6.49
1803,Hipercor,6.65
1804,Hipercor,6.66
1805,Hipercor,6.78
1806,Hipercor,6.95
1807,Hipercor,8.05
1808,Hipercor,9.23
1809,Hipercor,9.48
1810,Hipercor,9.95
1811,Hipercor,20.45
1812,Hipercor,21.12
1813,Hipercor,22.49
1814,Hipercor,22.85
1815,Hipercor,23.49
1816,Hipercor,23.99
1817,Hipercor,25.46
1818,Hipercor,25.96
1819,Hipercor,28.54
1820,Hipercor,33.29
1821,Hipercor,32.25
1822,Hipercor,32.89
1823,Hipercor,32.99
1824,Hipercor,34.59
1825,Hipercor,37.45
1826,Hipercor,38.09
1827,Hipercor,42.95
1828,Hipercor,47.38
1829,Hipercor,55.20
1830,Hipercor,57.96
1831,Hipercor,43.84
1832,Hipercor,44.71
1833,Hipercor,56.52
1834,Hipercor,2.85
1835,Hipercor,3.35
1836,Hipercor,3.40
1837,Hipercor,4.03
1838,Hipercor,4.11
1839,Hipercor,14.19
1840,Hipercor,14.75
1841,Hipercor,15.04
1842,Hipercor,16.14
1843,Hipercor,16.25
1844,Hipercor,16.65
1845,Hipercor,18.59
1846,Hipercor,20.91
1847,Hipercor,11.95
1848,Hipercor,12.62
1849,Hipercor,12.87
1850,Hipercor,13.29
1851,Hipercor,13.25
1852,Hipercor,13.90
1853,Hipercor,14.17
1854,Hipercor,14.28
1855,Hipercor,15.23
1856,Hipercor,13.25
1857,Hipercor,13.90
1858,Hipercor,14.17
1859,Hipercor,14.28
1860,Hipercor,14.99
1861,Hipercor,15.23
1862,Hipercor,13.25
1863,Hipercor,13.90
1864,Hipercor,14.17
1865,Hipercor,14.28
1866,Hipercor,15.23
1867,Hipercor,8.89
1868,Hipercor,9.15
1869,Hipercor,12.74
1870,Hipercor,12.99
1871,Hipercor,13.80
1872,Hipercor,14.18
1873,Hipercor,14.89
1874,Hipercor,9.48
1875,Hipercor,9.63
1876,Hipercor,9.85
1877,Hipercor,10.25
1878,Hipercor,11.61
1879,Hipercor,11.84
1880,Hipercor,3.29
1881,Hipercor,3.32
1882,Hipercor,3.40
1883,Hipercor,3.75
1884,Hipercor,3.82
1885,Hipercor,4.27
1886,Hipercor,4.35
1887,Hipercor,41.15
1888,Hipercor,42.99
1889,Hipercor,44.73
1890,Hipercor,45.23
1891,Hipercor,46.50
1892,Hipercor,47.49
1893,Hipercor,51.75
1894,Hipercor,52.78
1895,Hipercor,56.62
1896,Hipercor,62.81
1897,Hipercor,65.79
1898,Hipercor,6.82
1899,Hipercor,6.95
1900,Hipercor,7.23
1901,Hipercor,7.88
1902,Hipercor,24.95
1903,Hipercor,24.99
1904,Hipercor,26.62
1905,Hipercor,31.45
1906,Hipercor,32.34
1907,Hipercor,33.95
1908,Hipercor,37.67
1909,Hipercor,39.52
1910,Hipercor,39.95
1911,Hipercor,41.85
1912,Hipercor,42.37
1913,Hipercor,49.98
1914,Hipercor,50.97
1915,Hipercor,53.29
1916,Hipercor,60.90
1917,Hipercor,9.25
1918,Hipercor,9.43
1919,Hipercor,9.45
1920,Hipercor,11.61
1921,Hipercor,11.84
1922,Hipercor,3.95
1923,Hipercor,4.02
1924,Hipercor,6.62
1925,Hipercor,7.61
1926,Hipercor,7.76
1927,Hipercor,9.25
1928,Hipercor,9.43
1929,Hipercor,9.45
1930,Hipercor,11.19
1931,Hipercor,11.41
1932,Hipercor,9.25
1933,Hipercor,9.43
1934,Hipercor,9.45
1935,Hipercor,11.61
1936,Hipercor,11.84
1937,Hipercor,7.61
1938,Hipercor,8.49
1939,Hipercor,10.43
1940,Hipercor,10.63
1941,Hipercor,9.59
1942,Hipercor,9.67
1943,Hipercor,10.45
1944,Hipercor,11.61
1945,Hipercor,11.84
1946,Hipercor,10.71
1947,Hipercor,10.92
1948,Hipercor,10.71
1949,Hipercor,10.92
1950,Hipercor,18.28
1951,Hipercor,18.60
1952,Hipercor,18.64
1953,Hipercor,10.42
1954,Hipercor,10.62
1955,Hipercor,10.69
1956,Hipercor,6.15
1957,Hipercor,6.27
1958,Hipercor,7.27
1959,Hipercor,22.35
1960,Hipercor,24.66
1961,Hipercor,45.75
1962,Hipercor,46.66
1963,Hipercor,51.68
1964,Hipercor,10.08
1965,Hipercor,10.28
1966,Hipercor,10.29
1967,Hipercor,10.44
1968,Hipercor,10.99
1969,Hipercor,11.86
1970,Hipercor,12.45
1971,Hipercor,10.08
1972,Hipercor,10.28
1973,Hipercor,10.29
1974,Hipercor,10.49
1975,Hipercor,10.99
1976,Hipercor,11.86
1977,Hipercor,12.45
1978,Hipercor,12.49
1979,Hipercor,12.99
1980,Hipercor,13.76
1981,Hipercor,14.45
1982,Hipercor,11.99
1983,Hipercor,12.89
1984,Hipercor,13.29
1985,Hipercor,13.99
1986,Hipercor,14.27
1987,Hipercor,15.48
1988,Hipercor,37.95
1989,Hipercor,37.99
1990,Hipercor,39.90
1991,Hipercor,39.99
1992,Hipercor,41.67
1993,Hipercor,41.99
1994,Hipercor,43.75
1995,Hipercor,51.39
1996,Hipercor,52.42
1997,Hipercor,56.00
1998,Hipercor,12.49
1999,Hipercor,12.99
2000,Hipercor,13.76
2001,Hipercor,14.45
2002,Hipercor,12.59
2003,Hipercor,12.85
2004,Hipercor,13.10
2005,Hipercor,13.29
2006,Hipercor,14.11
2007,Hipercor,14.82
2008,Hipercor,12.49
2009,Hipercor,12.99
2010,Hipercor,13.76
2011,Hipercor,14.45
2012,Hipercor,6.49
2013,Hipercor,11.29
2014,Hipercor,11.99
2015,Hipercor,12.81
2016,Hipercor,23.95
2017,Hipercor,24.42
2018,Hipercor,29.99
2019,Hipercor,30.47
2020,Hipercor,30.59
2021,Hipercor,31.20
2022,Hipercor,31.99
2023,Hipercor,35.95
2024,Hipercor,37.99
2025,Hipercor,40.90
2026,Hipercor,40.95
2027,Hipercor,48.99
2028,Hipercor,49.97
2029,Hipercor,55.50
2030,Hipercor,49.99
2031,Hipercor,50.94
2032,Hipercor,50.99
2033,Hipercor,7.99
2034,Hipercor,9.29
2035,Hipercor,10.71
2036,Hipercor,16.71
2037,Hipercor,17.04
2038,Hipercor,11.86
2039,Hipercor,12.09
2040,Hipercor,41.38
2041,Hipercor,42.20
2042,Hipercor,55.52
2043,Hipercor,56.63
2044,Hipercor,1.75
2045,Hipercor,1.75
2046,Hipercor,6.75
2047,Hipercor,6.95
2048,Hipercor,7.06
2049,Hipercor,7.08
2050,Hipercor,7.62
2051,Hipercor,8.00
2052,Hipercor,32.25
2053,Hipercor,33.10
2054,Hipercor,33.76
2055,Hipercor,37.93
2056,Hipercor,39.83
2057,Hipercor,7.25
2058,Hipercor,7.95
2059,Hipercor,8.35
2060,Hipercor,8.51
2061,Hipercor,9.00
2062,Hipercor,35.95
2063,Hipercor,38.95
2064,Hipercor,41.75
2065,Hipercor,42.58
2066,Hipercor,44.76
2067,Hipercor,6.75
2068,Hipercor,6.95
2069,Hipercor,7.08
2070,Hipercor,7.09
2071,Hipercor,7.62
2072,Hipercor,8.00
2073,Hipercor,32.25
2074,Hipercor,33.10
2075,Hipercor,33.76
2076,Hipercor,37.93
2077,Hipercor,39.83
2078,Hipercor,7.25
2079,Hipercor,7.95
2080,Hipercor,8.35
2081,Hipercor,8.51
2082,Hipercor,9.00
2083,Hipercor,9.45
2084,Hipercor,35.95
2085,Hipercor,38.95
2086,Hipercor,41.75
2087,Hipercor,42.58
2088,Hipercor,44.76
2089,Hipercor,7.75
2090,Hipercor,7.90
2091,Hipercor,8.05
2092,Hipercor,8.30
2093,Hipercor,8.52
2094,Hipercor,8.95
2095,Hipercor,8.95
2096,Hipercor,9.12
2097,Hipercor,9.19
2098,Hipercor,9.65
2099,Hipercor,7.60
2100,Hipercor,7.71
2101,Hipercor,7.75
2102,Hipercor,44.50
2103,Hipercor,45.39
2104,Hipercor,45.71
2105,Hipercor,9.15
2106,Hipercor,9.33
2107,Hipercor,9.43
2108,Hipercor,9.90
2109,Hipercor,45.50
2110,Hipercor,46.41
2111,Hipercor,46.90
2112,Hipercor,49.25
2113,Hipercor,3.06
2114,Hipercor,3.14
2115,Hipercor,3.20
2116,Hipercor,37.50
2117,Hipercor,39.00
2118,Hipercor,39.78
2119,Hipercor,40.50
2120,Hipercor,41.76
2121,Hipercor,8.14
2122,Hipercor,8.55
2123,Hipercor,8.72
2124,Hipercor,10.43
2125,Hipercor,10.63
2126,Hipercor,52.95
2127,Hipercor,54.95
2128,Hipercor,61.86
2129,Hipercor,63.09
2130,Hipercor,64.95
2131,Hipercor,8.56
2132,Hipercor,8.73
2133,Hipercor,13.29
2134,Hipercor,13.55
2135,Hipercor,7.14
2136,Hipercor,7.28
2137,Hipercor,24.72
2138,Hipercor,25.21
2139,Hipercor,14.25
2140,Hipercor,14.53
2141,Hipercor,17.81
2142,Hipercor,24.25
2143,Hipercor,24.73
2144,Hipercor,19.00
2145,Hipercor,19.38
2146,Hipercor,4.71
2147,Hipercor,4.80
2148,Hipercor,19.95
2149,Hipercor,22.67
2150,Hipercor,23.12
2151,Hipercor,12.70
2152,Hipercor,12.97
2153,Hipercor,13.24
2154,Hipercor,11.59
2155,Hipercor,12.86
2156,Hipercor,12.70
2157,Hipercor,12.95
2158,Hipercor,13.22
2159,Hipercor,13.24
2160,Hipercor,13.50
2161,Hipercor,49.95
2162,Hipercor,54.50
2163,Hipercor,55.59
2164,Hipercor,11.59
2165,Hipercor,12.86
2166,Hipercor,13.11
2167,Hipercor,33.59
2168,Hipercor,33.61
2169,Hipercor,34.25
2170,Hipercor,37.35
2171,Hipercor,38.09
2172,Hipercor,14.90
2173,Hipercor,16.57
2174,Hipercor,16.90
2175,Hipercor,2.09
2176,Hipercor,2.19
2177,Hipercor,9.30
2178,Hipercor,10.30
2179,Hipercor,10.50
2180,Hipercor,10.71
2181,Hipercor,10.80
2182,Hipercor,47.99
2183,Hipercor,48.95
2184,Hipercor,49.51
2185,Hipercor,10.95
2186,Hipercor,11.16
2187,Hipercor,8.73
2188,Hipercor,9.13
2189,Hipercor,9.31
2190,Hipercor,43.32
2191,Hipercor,43.85
2192,Hipercor,44.72
2193,Hipercor,21.27
2194,Hipercor,21.90
2195,Hipercor,53.37
2196,Hipercor,54.95
2197,Hipercor,11.58
2198,Hipercor,12.11
2199,Hipercor,12.35
2200,Hipercor,53.82
2201,Hipercor,56.85
2202,Hipercor,57.98
2203,Hipercor,12.10
2204,Hipercor,20.95
2205,Hipercor,21.36
2206,Hipercor,11.70
2207,Hipercor,11.93
2208,Hipercor,3.37
2209,Hipercor,3.43
2210,Hipercor,55.72
2211,Hipercor,56.83
2212,Hipercor,35.00
2213,Hipercor,35.70
2214,Hipercor,11.57
2215,Hipercor,11.80
2216,Hipercor,7.49
2217,Hipercor,10.29
2218,Hipercor,10.49
2219,Hipercor,10.99
2220,Hipercor,11.86
2221,Hipercor,12.45
2222,Hipercor,7.49
2223,Hipercor,10.29
2224,Hipercor,10.49
2225,Hipercor,10.99
2226,Hipercor,11.86
2227,Hipercor,12.45
2228,Hipercor,26.50
2229,Hipercor,27.03
2230,Hipercor,29.99
2231,Hipercor,32.95
2232,Hipercor,33.95
2233,Hipercor,34.62
2234,Hipercor,47.50
2235,Hipercor,47.61
2236,Hipercor,49.41
2237,Hipercor,3.29
2238,Hipercor,3.32
2239,Hipercor,3.36
2240,Hipercor,3.79
2241,Hipercor,3.88
2242,Hipercor,8.99
2243,Hipercor,11.99
2244,Hipercor,12.89
2245,Hipercor,13.29
2246,Hipercor,9.29
2247,Hipercor,9.48
2248,Hipercor,31.39
2249,Hipercor,31.42
2250,Hipercor,32.02
2251,Hipercor,9.29
2252,Hipercor,9.32
2253,Hipercor,9.29
2254,Hipercor,9.32
2255,Hipercor,9.29
2256,Hipercor,9.51
2257,Hipercor,3.99
2258,Hipercor,4.28
2259,Hipercor,4.49
2260,Hipercor,3.79
2261,Hipercor,3.88
2262,Hipercor,11.90
2263,Hipercor,12.13
2264,Hipercor,11.02
2265,Hipercor,11.24
2266,Hipercor,54.24
2267,Hipercor,55.32
2268,Hipercor,8.50
2269,Hipercor,8.70
2270,Hipercor,6.99
2271,Hipercor,7.10
2272,Hipercor,7.59
2273,Hipercor,7.85
2274,Hipercor,7.99
2275,Hipercor,8.00
2276,Hipercor,8.87
2277,Hipercor,9.04
2278,Hipercor,7.99
2279,Hipercor,8.52
2280,Hipercor,8.95
2281,Hipercor,9.12
2282,Hipercor,9.85
